Lexeme                CurrentNode                     LineNo  TokenName               ValueIfNum    ParentNodeSymbol                IsLeaf  NodeSymbol
eps                   ----                            47      TK_EOF                  ---           termPrime                       yes     ----
----                  termPrime                       47      ----                    ---           termPrime                       no      termPrime
----                  arithmeticExpression            0       ----                    ---           assignmentStmt                  no      arithmeticExpression
eps                   ----                            47      TK_EOF                  ---           expPrime                        yes     ----
----                  expPrime                        47      ----                    ---           arithmeticExpression            no      expPrime
;                     ----                            47      TK_SEM                  ---           assignmentStmt                  yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
write                 ----                            48      TK_WRITE                ---           ioStmt                          yes     ----
----                  ioStmt                          48      ----                    ---           stmt                            no      ioStmt
(                     ----                            48      TK_OP                   ---           ioStmt                          yes     ----
d4                    ----                            48      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   48      ----                    ---           var                             no      singleOrRecId
.                     ----                            48      TK_DOT                  ---           oneExpansion                    yes     ----
----                  oneExpansion                    48      ----                    ---           option_single_constructed       no      oneExpansion
maths                 ----                            48      TK_FIELDID              ---           oneExpansion                    yes     ----
----                  option_single_constructed       0       ----                    ---           singleOrRecId                   no      option_single_constructed
eps                   ----                            48      TK_EOF                  ---           moreExpansions                  yes     ----
----                  moreExpansions                  48      ----                    ---           option_single_constructed       no      moreExpansions
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            48      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            48      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
write                 ----                            49      TK_WRITE                ---           ioStmt                          yes     ----
----                  ioStmt                          49      ----                    ---           stmt                            no      ioStmt
(                     ----                            49      TK_OP                   ---           ioStmt                          yes     ----
d4                    ----                            49      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   49      ----                    ---           var                             no      singleOrRecId
.                     ----                            49      TK_DOT                  ---           oneExpansion                    yes     ----
----                  oneExpansion                    49      ----                    ---           option_single_constructed       no      oneExpansion
physics               ----                            49      TK_FIELDID              ---           oneExpansion                    yes     ----
----                  option_single_constructed       0       ----                    ---           singleOrRecId                   no      option_single_constructed
eps                   ----                            49      TK_EOF                  ---           moreExpansions                  yes     ----
----                  moreExpansions                  49      ----                    ---           option_single_constructed       no      moreExpansions
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            49      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            49      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
write                 ----                            50      TK_WRITE                ---           ioStmt                          yes     ----
----                  ioStmt                          50      ----                    ---           stmt                            no      ioStmt
(                     ----                            50      TK_OP                   ---           ioStmt                          yes     ----
d4                    ----                            50      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   50      ----                    ---           var                             no      singleOrRecId
.                     ----                            50      TK_DOT                  ---           oneExpansion                    yes     ----
----                  oneExpansion                    50      ----                    ---           option_single_constructed       no      oneExpansion
chemistry             ----                            50      TK_FIELDID              ---           oneExpansion                    yes     ----
----                  option_single_constructed       0       ----                    ---           singleOrRecId                   no      option_single_constructed
eps                   ----                            50      TK_EOF                  ---           moreExpansions                  yes     ----
----                  moreExpansions                  50      ----                    ---           option_single_constructed       no      moreExpansions
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            50      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            50      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
eps                   ----                            51      TK_EOF                  ---           otherStmts                      yes     ----
----                  otherStmts                      51      ----                    ---           otherStmts                      no      otherStmts
return                ----                            51      TK_RETURN               ---           returnStmt                      yes     ----
----                  returnStmt                      51      ----                    ---           stmts                           no      returnStmt
eps                   ----                            51      TK_EOF                  ---           optionalReturn                  yes     ----
----                  optionalReturn                  51      ----                    ---           returnStmt                      no      optionalReturn
;                     ----                            51      TK_SEM                  ---           returnStmt                      yes     ----
end                   ----                            52      TK_END                  ---           mainFunction                    yes     ----
