Lexeme                CurrentNode                     LineNo  TokenName               ValueIfNum    ParentNodeSymbol                IsLeaf  NodeSymbol
eps                   ----                            30      TK_EOF                  ---           declarations                    yes     ----
----                  declarations                    30      ----                    ---           declarations                    no      declarations
b5                    ----                            30      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   30      ----                    ---           assignmentStmt                  no      singleOrRecId
eps                   ----                            30      TK_EOF                  ---           option_single_constructed       yes     ----
----                  option_single_constructed       30      ----                    ---           singleOrRecId                   no      option_single_constructed
----                  assignmentStmt                  0       ----                    ---           stmt                            no      assignmentStmt
<---                  ----                            30      TK_ASSIGNOP             ---           assignmentStmt                  yes     ----
1                     ----                            30      TK_NUM                  1             var                             yes     ----
----                  var                             30      ----                    ---           factor                          no      var
----                  factor                          0       ----                    ---           term                            no      factor
----                  term                            0       ----                    ---           arithmeticExpression            no      term
eps                   ----                            30      TK_EOF                  ---           termPrime                       yes     ----
----                  termPrime                       30      ----                    ---           term                            no      termPrime
----                  arithmeticExpression            0       ----                    ---           assignmentStmt                  no      arithmeticExpression
eps                   ----                            30      TK_EOF                  ---           expPrime                        yes     ----
----                  expPrime                        30      ----                    ---           arithmeticExpression            no      expPrime
;                     ----                            30      TK_SEM                  ---           assignmentStmt                  yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           stmts                           no      otherStmts
read                  ----                            31      TK_READ                 ---           ioStmt                          yes     ----
----                  ioStmt                          31      ----                    ---           stmt                            no      ioStmt
(                     ----                            31      TK_OP                   ---           ioStmt                          yes     ----
d5cb34567             ----                            31      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   31      ----                    ---           var                             no      singleOrRecId
eps                   ----                            31      TK_EOF                  ---           option_single_constructed       yes     ----
----                  option_single_constructed       31      ----                    ---           singleOrRecId                   no      option_single_constructed
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            31      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            31      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
read                  ----                            32      TK_READ                 ---           ioStmt                          yes     ----
----                  ioStmt                          32      ----                    ---           stmt                            no      ioStmt
(                     ----                            32      TK_OP                   ---           ioStmt                          yes     ----
b3b444                ----                            32      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   32      ----                    ---           var                             no      singleOrRecId
eps                   ----                            32      TK_EOF                  ---           option_single_constructed       yes     ----
----                  option_single_constructed       32      ----                    ---           singleOrRecId                   no      option_single_constructed
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            32      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            32      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
[                     ----                            34      TK_SQL                  ---           outputParameters                yes     ----
----                  outputParameters                34      ----                    ---           funCallStmt                     no      outputParameters
c3                    ----                            34      TK_ID                   ---           idList                          yes     ----
----                  idList                          34      ----                    ---           outputParameters                no      idList
eps                   ----                            34      TK_EOF                  ---           more_ids                        yes     ----
----                  more_ids                        34      ----                    ---           idList                          no      more_ids
]                     ----                            34      TK_SQR                  ---           outputParameters                yes     ----
<---                  ----                            34      TK_ASSIGNOP             ---           outputParameters                yes     ----
----                  funCallStmt                     0       ----                    ---           stmt                            no      funCallStmt
call                  ----                            34      TK_CALL                 ---           funCallStmt                     yes     ----
_computeFunctionValue  ----                            34      TK_FUNID                ---           funCallStmt                     yes     ----
with                  ----                            34      TK_WITH                 ---           funCallStmt                     yes     ----
parameters            ----                            34      TK_PARAMETERS           ---           funCallStmt                     yes     ----
[                     ----                            34      TK_SQL                  ---           inputParameters                 yes     ----
----                  inputParameters                 34      ----                    ---           funCallStmt                     no      inputParameters
b5                    ----                            34      TK_ID                   ---           idList                          yes     ----
----                  idList                          34      ----                    ---           inputParameters                 no      idList
,                     ----                            34      TK_COMMA                ---           more_ids                        yes     ----
----                  more_ids                        34      ----                    ---           idList                          no      more_ids
d5cb34567             ----                            34      TK_ID                   ---           idList                          yes     ----
----                  idList                          34      ----                    ---           more_ids                        no      idList
,                     ----                            34      TK_COMMA                ---           more_ids                        yes     ----
----                  more_ids                        34      ----                    ---           idList                          no      more_ids
b3b444                ----                            34      TK_ID                   ---           idList                          yes     ----
----                  idList                          34      ----                    ---           more_ids                        no      idList
eps                   ----                            34      TK_EOF                  ---           more_ids                        yes     ----
----                  more_ids                        34      ----                    ---           idList                          no      more_ids
]                     ----                            34      TK_SQR                  ---           inputParameters                 yes     ----
;                     ----                            34      TK_SEM                  ---           funCallStmt                     yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
write                 ----                            35      TK_WRITE                ---           ioStmt                          yes     ----
----                  ioStmt                          35      ----                    ---           stmt                            no      ioStmt
(                     ----                            35      TK_OP                   ---           ioStmt                          yes     ----
c3                    ----                            35      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   35      ----                    ---           var                             no      singleOrRecId
eps                   ----                            35      TK_EOF                  ---           option_single_constructed       yes     ----
----                  option_single_constructed       35      ----                    ---           singleOrRecId                   no      option_single_constructed
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            35      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            35      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
eps                   ----                            36      TK_EOF                  ---           otherStmts                      yes     ----
----                  otherStmts                      36      ----                    ---           otherStmts                      no      otherStmts
return                ----                            36      TK_RETURN               ---           returnStmt                      yes     ----
----                  returnStmt                      36      ----                    ---           stmts                           no      returnStmt
eps                   ----                            36      TK_EOF                  ---           optionalReturn                  yes     ----
----                  optionalReturn                  36      ----                    ---           returnStmt                      no      optionalReturn
;                     ----                            36      TK_SEM                  ---           returnStmt                      yes     ----
end                   ----                            37      TK_END                  ---           mainFunction                    yes     ----
