Lexeme                CurrentNode                     LineNo  TokenName               ValueIfNum    ParentNodeSymbol                IsLeaf  NodeSymbol
,                     ----                            31      TK_COMMA                ---           more_ids                        yes     ----
----                  more_ids                        31      ----                    ---           idList                          no      more_ids
b3b444                ----                            31      TK_ID                   ---           idList                          yes     ----
----                  idList                          31      ----                    ---           more_ids                        no      idList
eps                   ----                            31      TK_EOF                  ---           more_ids                        yes     ----
----                  more_ids                        31      ----                    ---           idList                          no      more_ids
]                     ----                            31      TK_SQR                  ---           inputParameters                 yes     ----
;                     ----                            31      TK_SEM                  ---           funCallStmt                     yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
write                 ----                            32      TK_WRITE                ---           ioStmt                          yes     ----
----                  ioStmt                          32      ----                    ---           stmt                            no      ioStmt
(                     ----                            32      TK_OP                   ---           ioStmt                          yes     ----
c3                    ----                            32      TK_ID                   ---           singleOrRecId                   yes     ----
----                  singleOrRecId                   32      ----                    ---           var                             no      singleOrRecId
eps                   ----                            32      TK_EOF                  ---           option_single_constructed       yes     ----
----                  option_single_constructed       32      ----                    ---           singleOrRecId                   no      option_single_constructed
----                  var                             0       ----                    ---           ioStmt                          no      var
)                     ----                            32      TK_CL                   ---           ioStmt                          yes     ----
;                     ----                            32      TK_SEM                  ---           ioStmt                          yes     ----
----                  stmt                            0       ----                    ---           otherStmts                      no      stmt
----                  otherStmts                      0       ----                    ---           otherStmts                      no      otherStmts
eps                   ----                            33      TK_EOF                  ---           otherStmts                      yes     ----
----                  otherStmts                      33      ----                    ---           otherStmts                      no      otherStmts
return                ----                            33      TK_RETURN               ---           returnStmt                      yes     ----
----                  returnStmt                      33      ----                    ---           stmts                           no      returnStmt
eps                   ----                            33      TK_EOF                  ---           optionalReturn                  yes     ----
----                  optionalReturn                  33      ----                    ---           returnStmt                      no      optionalReturn
;                     ----                            33      TK_SEM                  ---           returnStmt                      yes     ----
end                   ----                            34      TK_END                  ---           mainFunction                    yes     ----
